2.3697792E9,0.2,5.0
2.3698656E9,1.0,1.0
2.369952E9,0.2857142857142857,7.0
2.3701248E9,0.09375,25.0
2.3702112E9,0.18181818181818182,11.0
2.3702976E9,.,3.0
2.370384E9,0.125,8.0
2.3705568E9,0.42857142857142855,5.0
2.3707296E9,0.10869565217391304,19.0
2.370816E9,0.15789473684210525,19.0
2.3709888E9,0.14285714285714285,11.0
2.3710752E9,0.3333333333333333,3.0
2.3711616E9,0.3333333333333333,8.0
2.3713344E9,0.09615384615384613,19.0
2.3714208E9,0.125,14.0
2.3715936E9,0.10416666666666664,18.0
2.37168E9,0.3333333333333333,3.0
2.3717664E9,0.25,6.0
2.3719392E9,0.08928571428571427,20.0
2.3720256E9,0.17647058823529413,17.0
2.372112E9,0.3333333333333333,3.0
2.3721984E9,0.10000000000000002,10.0
2.3722848E9,0.19999999999999998,5.0
2.3723712E9,0.3333333333333333,6.0
2.3724576E9,0.1,10.0
2.372544E9,0.087719298245614,21.0
2.3726304E9,0.14814814814814814,18.0
2.3728032E9,0.09615384615384619,19.0
2.3728896E9,0.5,2.0
2.372976E9,0.33333333333333326,9.0
2.3730624E9,0.06451612903225806,31.0
2.3731488E9,0.07936507936507936,21.0
2.3732352E9,0.15789473684210523,13.0
2.3733216E9,0.09523809523809523,21.0
2.373408E9,0.12121212121212122,17.0
2.3734944E9,0.25,8.0
2.3735808E9,0.3,8.0
2.3736672E9,0.09375,21.0
2.3737536E9,0.08196721311475408,22.0
2.37384E9,0.09259259259259256,33.0
2.3739264E9,0.13636363636363638,12.0
2.3740128E9,0.12500000000000003,13.0
2.3740992E9,0.2307692307692307,10.0
2.3741856E9,0.22222222222222227,18.0
2.374272E9,0.11428571428571425,34.0
2.3743584E9,0.09433962264150945,31.0
2.3744448E9,0.13999999999999999,28.0
2.3745312E9,0.09433962264150941,39.0
2.3746176E9,0.11627906976744182,16.0
2.374704E9,0.18181818181818177,11.0
2.3747904E9,0.18181818181818182,10.0
2.3748768E9,1.0,1.0
2.3749632E9,0.06849315068493149,28.0
2.3750496E9,0.11999999999999998,32.0
2.375136E9,0.2,4.0
2.3752224E9,0.09090909090909093,19.0
2.3753088E9,0.2,8.0
2.3753952E9,0.3333333333333333,6.0
2.3754816E9,1.0,2.0
2.375568E9,0.07692307692307691,36.0
2.3756544E9,0.1515151515151515,19.0
2.3757408E9,0.2222222222222222,8.0
2.3758272E9,0.09302325581395347,16.0
2.3759136E9,0.16,11.0
2.376E9,0.2222222222222222,7.0
2.3761728E9,0.10256410256410255,25.0
2.3762592E9,0.1022727272727273,43.0
2.3763456E9,0.25,3.0
2.376432E9,0.0909090909090909,11.0
2.3765184E9,0.14705882352941177,10.0
2.3766048E9,0.4,10.0
2.3766912E9,1.0,1.0
2.3767776E9,0.08108108108108107,24.0
2.376864E9,0.10769230769230774,20.0
2.3769504E9,0.125,6.0
2.3770368E9,0.09302325581395347,21.0
2.3771232E9,0.17647058823529416,11.0
2.3772096E9,0.2,8.0
2.377296E9,0.6666666666666666,3.0
