13,,11,2.3696064E9,2.3696064E9,3,0.0,.,.
13,,11,2.3696244E9,2.36963718E9,14,3.5567574855555555,5.0,5.0
13,,11,2.36963718E9,2.36964216E9,8,1.3860129247222222,3.5566666666666666,-9.081888888884393E-5
13,,11,2.36964216E9,2.36964702E9,14,1.3566883258333333,1.3861111111111113,9.818638888914322E-5
13,,11,2.36964702E9,2.3696523E9,8,1.4629373130555556,1.3566666666666667,-2.1659166666632146E-5
13,,11,2.3696523E9,2.3696595E9,14,1.995742048611111,1.4630555555555556,1.1824249999992098E-4
13,,11,2.3696595E9,2.36966412E9,8,1.2882029458333333,1.9955555555555555,-1.8649305555551443E-4
13,,11,2.36966412E9,2.36966898E9,14,1.3410043372222225,1.2883333333333333,1.3038750000005095E-4
13,,11,2.36966898E9,2.36967408E9,8,1.413823106111111,1.3408333333333333,-1.7100388888913187E-4
13,,11,2.36967408E9,2.369679E9,14,1.3665096275,1.4138888888888888,6.578277777768982E-5
13,,11,2.369679E9,2.3696835E9,8,1.2620071841666665,1.3666666666666667,1.5703916666676143E-4
13,,11,2.3696835E9,2.3696916E9,14,2.2486243283333334,1.2619444444444445,-6.273972222192725E-5
13,,11,2.3696916E9,2.36969652E9,8,1.3596919244444443,2.248611111111111,-1.3217222222472458E-5
13,,11,2.36969652E9,2.36970618E9,14,2.6864839305555557,1.359722222222222,3.0297777777743562E-5
13,,11,2.36970618E9,2.36971098E9,8,1.3304538744444443,2.686388888888889,-9.50416666665177E-5
13,,11,2.36971098E9,2.36971818E9,14,1.998608026388889,1.3305555555555555,1.0168111111119593E-4
13,,11,2.36971818E9,2.36972358E9,8,1.5025689580555557,1.9986111111111111,3.0847222221019877E-6
13,,11,2.36972358E9,2.36972958E9,14,1.6749693033333335,1.5025000000000002,-6.895805555551249E-5
13,,11,2.36972958E9,2.36973462E9,8,1.3963691491666665,1.675,3.069666666655202E-5
13,,11,2.36973462E9,2.36974974E9,14,4.195684474722222,1.396388888888889,1.9739722222356093E-5
13,,11,2.36974974E9,2.36975454E9,8,1.3370731291666667,4.195555555555555,-1.289191666673517E-4
13,,11,2.36975454E9,2.36976468E9,14,2.8124133749999998,1.3372222222222223,1.4909305555566021E-4
13,,11,2.36976468E9,2.36976948E9,8,1.3400122436111108,2.812222222222222,-1.9115277777759232E-4
13,,11,2.36976948E9,2.36978004E9,14,2.9323063105555556,1.34,-1.224361111074046E-5
13,,11,2.36978004E9,2.36978454E9,8,1.2392223277777779,2.9324999999999997,1.9368944444408953E-4
13,,11,2.36978454E9,2.36978982E9,14,1.4765907111111112,1.2391666666666665,-5.566111111132699E-5
13,,11,2.36978982E9,2.3697948E9,8,1.3734924227777776,1.4766666666666666,7.59555555553959E-5
