-100,-100,-100,12,132,35,36
-100,-100,-100,12,132,142,45
-100,-100,-100,147,132,166,66
-100,-100,-100,12,115,65,21
-100,-100,-100,12,115,141,22
-100,-100,-100,147,115,163,16
-100,-100,-100,147,115,65,20
-100,-100,-100,147,114,153,35
-100,-100,-100,12,115,126,16
-100,-100,-100,12,115,62,16
-100,-100,-100,147,115,7,69
-100,-100,-100,147,132,142,56
-100,-100,-100,147,132,61,101
-100,-100,-100,147,115,15,27
-100,-100,-100,147,114,112,15
-100,-100,-100,147,115,91,45
-100,-100,-100,12,115,179,61
-100,-100,-100,147,115,58,23
-100,-100,-100,12,115,77,28
-100,-100,-100,12,132,98,69
-100,-100,-100,147,132,174,43
-100,-100,-100,12,115,140,33
-100,-100,-100,147,132,154,63
-100,-100,-100,12,115,167,57
-100,-100,-100,12,114,34,55
-100,-100,-100,147,115,162,23
-100,-100,-100,12,132,85,25
-100,-100,-100,12,132,131,29
-100,-100,-100,12,115,131,26
-100,-100,-100,12,115,23,77
-100,-100,-100,147,132,57,3
-100,-100,-100,12,115,112,7
-100,-100,-100,147,132,39,20
-100,-100,-100,147,115,68,50
-100,-100,-100,147,132,158,67
-100,-100,-100,12,115,53,37
-100,-100,-100,12,132,169,57
-100,-100,-100,12,132,72,54
-100,-100,-100,12,115,39,43
-100,-100,-100,12,115,7,88
-100,-100,-100,147,115,158,72
-100,-100,-100,147,132,14,22
-100,-100,-100,12,115,83,15
-100,-100,-100,12,115,170,18
-100,-100,-100,12,115,134,29
-100,-100,-100,12,115,139,62
-100,-100,-100,12,115,37,21
-100,-100,-100,12,115,93,15
-100,-100,-100,12,115,50,84
-100,-100,-100,12,115,169,62
-100,-100,-100,12,132,56,19
-100,-100,-100,12,115,149,16
-100,-100,-100,12,115,38,46
-100,-100,-100,12,132,179,64
-100,-100,-100,12,115,11,43
-100,-100,-100,147,115,84,21
-100,-100,-100,12,114,173,87
-100,-100,-100,147,115,14,31
-100,-100,-100,12,115,121,24
-100,-100,-100,147,115,82,11
-100,-100,-100,147,115,47,19
-100,-100,-100,147,115,129,16
-100,-100,-100,12,115,118,8
-100,-100,-100,12,115,82,21
-100,-100,-100,12,132,166,60
-100,-100,-100,147,115,74,55
-100,-100,-100,147,132,85,6
-100,-100,-100,12,115,123,13
-100,-100,-100,147,132,66,37
-100,-100,-100,12,115,101,33
-100,-100,-100,12,115,142,57
-100,-100,-100,147,132,106,60
-100,-100,-100,147,132,80,55
-100,-100,-100,12,115,70,66
-100,-100,-100,12,132,152,19
-100,-100,-100,12,132,22,23
-100,-100,-100,147,115,78,54
-100,-100,-100,12,115,144,59
-100,-100,-100,12,114,5,57
-100,-100,-100,12,114,43,24
-100,-100,-100,12,115,176,11
-100,-100,-100,147,115,38,64
-100,-100,-100,12,115,75,14
-100,-100,-100,12,132,66,36
-100,-100,-100,147,115,55,11
-100,-100,-100,147,115,72,52
-100,-100,-100,12,132,36,88
-100,-100,-100,147,115,98,51
-100,-100,-100,147,115,83,20
-100,-100,-100,12,115,100,16
-100,-100,-100,12,132,3,35
-100,-100,-100,12,115,111,5
-100,-100,-100,12,132,160,33
-100,-100,-100,147,115,149,13
-100,-100,-100,147,132,17,27
-100,-100,-100,12,115,160,58
-100,-100,-100,12,115,125,21
-100,-100,-100,147,114,156,70
-100,-100,-100,12,132,121,23
-100,-100,-100,147,115,80,59
-100,-100,-100,147,114,113,38
-100,-100,-100,12,132,91,62
-100,-100,-100,147,115,52,11
-100,-100,-100,12,132,27,50
-100,-100,-100,147,115,29,46
-100,-100,-100,147,114,173,61
-100,-100,-100,12,115,97,15
-100,-100,-100,147,115,93,17
-100,-100,-100,12,132,78,70
-100,-100,-100,12,132,77,19
-100,-100,-100,12,115,103,11
-100,-100,-100,12,115,99,42
-100,-100,-100,12,115,3,38
-100,-100,-100,147,132,56,34
-100,-100,-100,147,115,110,43
-100,-100,-100,147,132,41,13
-100,-100,-100,12,115,45,19
-100,-100,-100,147,115,139,87
-100,-100,-100,12,132,17,23
-100,-100,-100,147,115,50,62
-100,-100,-100,147,132,67,82
-100,-100,-100,12,115,86,67
-100,-100,-100,147,132,28,51
-100,-100,-100,147,132,63,29
-100,-100,-100,147,114,9,20
-100,-100,-100,12,114,104,49
-100,-100,-100,147,115,35,36
-100,-100,-100,147,115,164,28
-100,-100,-100,12,114,0,5
-100,-100,-100,12,115,161,21
-100,-100,-100,12,115,14,53
-100,-100,-100,12,132,163,13
-100,-100,-100,147,115,100,13
-100,-100,-100,12,115,116,14
-100,-100,-100,12,114,44,109
-100,-100,-100,147,115,176,19
-100,-100,-100,147,114,54,6
-100,-100,-100,12,115,109,44
-100,-100,-100,147,115,148,24
-100,-100,-100,147,115,86,49
-100,-100,-100,147,114,104,60
-100,-100,-100,147,132,77,14
-100,-100,-100,147,115,31,10
-100,-100,-100,147,115,70,64
-100,-100,-100,147,115,161,28
-100,-100,-100,147,115,121,25
-100,-100,-100,12,132,167,44
-100,-100,-100,147,132,120,2
-100,-100,-100,147,115,175,10
-100,-100,-100,147,115,66,44
-100,-100,-100,12,114,156,96
-100,-100,-100,12,115,129,8
-100,-100,-100,12,115,33,18
-100,-100,-100,147,115,144,64
-100,-100,-100,12,115,35,49
-100,-100,-100,147,115,131,41
-100,-100,-100,12,132,158,78
-100,-100,-100,147,115,167,69
-100,-100,-100,147,115,45,14
-100,-100,-100,12,132,86,59
-100,-100,-100,12,115,24,32
