0,114,12
0,114,147
1,114,12
1,114,147
2,115,12
2,115,147
3,115,12
3,115,147
3,132,12
3,132,147
4,115,12
4,115,147
4,132,12
4,132,147
5,114,12
5,114,147
6,115,12
6,115,147
7,115,12
7,115,147
7,132,12
7,132,147
8,114,12
8,114,147
9,114,12
9,114,147
10,115,12
10,115,147
10,132,12
10,132,147
11,115,12
11,115,147
11,132,12
11,132,147
13,115,12
13,115,147
14,115,12
14,115,147
14,132,12
14,132,147
15,115,12
15,115,147
15,132,12
15,132,147
16,115,12
16,115,147
16,132,12
16,132,147
17,115,12
17,115,147
17,132,12
17,132,147
18,115,12
18,115,147
19,115,12
19,115,147
19,132,12
19,132,147
20,115,12
20,115,147
21,115,12
21,115,147
21,132,12
21,132,147
22,115,12
22,115,147
22,132,12
22,132,147
23,115,12
23,115,147
23,132,12
23,132,147
24,115,12
24,115,147
24,132,12
24,132,147
25,115,12
25,115,147
26,115,12
26,115,147
27,115,12
27,115,147
27,132,12
27,132,147
28,115,12
28,115,147
28,132,12
28,132,147
29,115,12
29,115,147
29,132,12
29,132,147
30,115,12
30,115,147
30,132,12
30,132,147
31,115,12
31,115,147
32,115,12
32,115,147
33,115,12
33,115,147
33,132,147
34,114,12
34,114,147
34,115,12
34,115,147
35,115,12
35,115,147
35,132,12
35,132,147
36,115,12
36,115,147
36,132,12
36,132,147
37,115,12
37,115,147
38,115,12
38,115,147
38,132,12
38,132,147
39,115,12
39,115,147
39,132,12
39,132,147
40,115,12
40,115,147
41,115,12
41,115,147
41,132,12
41,132,147
42,115,12
42,115,147
43,114,12
43,114,147
44,114,12
44,114,147
45,115,12
45,115,147
46,114,12
46,114,147
47,115,12
47,115,147
48,115,12
48,115,147
49,115,12
49,115,147
50,115,12
50,115,147
50,132,12
50,132,147
51,115,12
51,115,147
52,115,12
52,115,147
53,115,12
53,115,147
53,132,12
53,132,147
54,114,12
54,114,147
55,115,12
55,115,147
56,115,12
56,115,147
56,132,12
56,132,147
57,115,12
57,115,147
57,132,12
57,132,147
58,115,12
58,115,147
58,132,12
58,132,147
59,115,12
59,115,147
60,115,12
60,115,147
61,115,12
61,115,147
61,132,12
61,132,147
62,115,12
62,115,147
63,115,12
63,115,147
63,132,12
63,132,147
64,114,12
64,114,147
65,115,12
65,115,147
66,115,12
66,115,147
66,132,12
66,132,147
67,115,12
67,115,147
67,132,12
67,132,147
68,115,12
68,115,147
68,132,12
68,132,147
69,114,12
69,114,147
70,115,12
70,115,147
70,132,12
70,132,147
71,115,12
71,115,147
72,115,12
72,115,147
72,132,12
72,132,147
73,115,12
73,115,147
74,115,12
74,115,147
74,132,12
74,132,147
75,115,12
75,115,147
76,114,12
76,114,147
77,115,12
77,115,147
77,132,12
77,132,147
78,115,12
78,115,147
78,132,12
78,132,147
79,114,147
80,115,12
80,115,147
80,132,12
80,132,147
81,115,12
81,115,147
82,115,12
82,115,147
83,115,12
83,115,147
84,115,12
84,115,147
85,115,12
85,115,147
85,132,12
85,132,147
86,115,12
86,115,147
86,132,12
86,132,147
