,351,350,52,50,50,-1,-1,-1,-1,.,.,-1,.
,351,350,54,50,50,-1,-1,-1,-1,.,.,-1,.
,351,350,53,50,50,-1,-1,-1,-1,.,.,-1,.
,351,350,51,50,50,-1,-1,-1,-1,.,.,-1,.
,351,350,57,55,55,-1,-1,-1,-1,.,.,-1,.
,351,350,56,55,55,-1,-1,-1,-1,.,.,-1,.
,351,350,58,55,55,-1,-1,-1,-1,.,.,-1,.
,351,350,59,55,55,-1,-1,-1,-1,.,.,-1,.
,351,350,61,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,63,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,62,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,64,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,65,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,66,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,67,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,68,60,60,-1,-1,-1,-1,.,.,-1,.
,351,350,133,130,130,-1,-1,-1,-1,.,.,-1,.
,351,350,132,130,130,-1,-1,-1,-1,.,.,-1,.
,351,350,131,130,130,-1,-1,-1,-1,.,.,-1,.
,351,350,134,130,130,-1,-1,-1,-1,.,.,-1,.
,351,350,135,130,130,-1,-1,-1,-1,.,.,-1,.
,351,350,136,130,130,-1,-1,-1,-1,.,.,-1,.
,351,350,139,137,137,-1,-1,-1,-1,.,.,-1,.
,351,350,140,137,137,-1,-1,-1,-1,.,.,-1,.
,351,350,142,137,137,-1,-1,-1,-1,.,.,-1,.
,351,350,138,137,137,-1,-1,-1,-1,.,.,-1,.
,351,350,141,137,137,-1,-1,-1,-1,.,.,-1,.
,351,350,145,143,143,-1,-1,-1,-1,.,.,-1,.
,351,350,144,143,143,-1,-1,-1,-1,.,.,-1,.
,351,350,146,143,143,-1,-1,-1,-1,.,.,-1,.
,351,350,147,143,143,-1,-1,-1,-1,.,.,-1,.
,351,350,148,143,143,-1,-1,-1,-1,.,.,-1,.
,351,350,149,143,143,-1,-1,-1,-1,.,.,-1,.
,351,350,150,143,143,-1,-1,-1,-1,.,.,-1,.
,351,350,154,152,152,-1,-1,-1,-1,.,.,-1,.
,351,350,155,152,152,-1,-1,-1,-1,.,.,-1,.
,351,350,153,152,152,-1,-1,-1,-1,.,.,-1,.
,351,350,156,152,152,-1,-1,-1,-1,.,.,-1,.
,351,350,157,152,152,-1,-1,-1,-1,.,.,-1,.
,351,350,158,152,152,-1,-1,-1,-1,.,.,-1,.
,351,350,353,352,352,-1,-1,-1,-1,.,.,-1,.
