1320,1319,2,1,1,1,-1,-1,-1,635.8378980677195,1513.5798004683481,119,.,-1,1,-1,119
1320,1319,4,3,3,3,-1,-1,-1,1649.9892387172447,1032.6226219974078,118,.,-1,3,-1,118
1320,1319,6,5,5,5,-1,-1,-1,578.0711010136633,1109.506060082802,117,.,-1,5,-1,117
1320,1319,8,7,7,7,-1,-1,-1,565.8835386225239,949.2960978633882,118,.,-1,7,-1,118
1320,1319,10,9,9,9,-1,-1,-1,1164.3420490139417,745.8049129657894,118,.,-1,9,-1,118
1320,1319,12,11,11,11,-1,-1,-1,1276.3243571011105,385.4132172776584,117,.,-1,11,-1,117
1320,1319,14,13,13,13,-1,-1,-1,897.3105597287404,1293.6846833753907,117,.,-1,13,-1,117
1320,1319,16,15,15,15,-1,-1,-1,1171.923530358797,1202.0600105959563,118,.,-1,15,-1,118
1320,1319,18,17,17,17,-1,-1,-1,1604.9385523384162,1207.9422121502294,118,.,-1,17,-1,118
1320,1319,20,19,19,19,-1,-1,-1,1453.1659154210079,483.3114412689948,118,.,-1,19,-1,118
1320,1319,22,21,21,21,-1,-1,-1,1136.192471757913,567.7074998141279,118,.,-1,21,-1,118
1320,1319,24,23,23,23,-1,-1,-1,1034.6932016062328,1446.0351607738178,118,.,-1,23,-1,118
1320,1319,26,25,25,25,-1,-1,-1,1053.6071657654315,668.1376470631078,117,.,-1,25,-1,117
1320,1319,28,27,27,27,-1,-1,-1,893.0664223699191,1469.5083524158315,118,.,-1,27,-1,118
1320,1319,30,29,29,29,-1,-1,-1,1547.6115578560557,853.7836656768719,118,.,-1,29,-1,118
1320,1319,32,31,31,31,-1,-1,-1,1487.2855362647767,886.2576681961674,118,.,-1,31,-1,118
1320,1319,34,33,33,33,-1,-1,-1,1390.7575699708202,609.1709432468454,118,.,-1,33,-1,118
1320,1319,38,37,37,37,-1,-1,-1,706.6322880540498,1004.2765348416065,118,.,-1,37,-1,118
1320,1319,36,35,35,35,-1,-1,-1,552.6035378284621,870.8957277606551,117,.,-1,35,-1,117
1320,1319,40,39,39,39,-1,-1,-1,601.8345201402756,1264.6196815557769,117,.,-1,39,-1,117
1320,1319,42,41,41,41,-1,-1,-1,1245.2010705453629,1452.6642238629215,118,.,-1,41,-1,118
1320,1319,44,43,43,43,-1,-1,-1,1371.6621724903382,1162.3238840144704,118,.,-1,43,-1,118
1320,1319,46,45,45,45,-1,-1,-1,830.629591173292,1363.0591686178673,118,.,-1,45,-1,118
1320,1319,58,47,47,47,-1,-1,-1,1967.7103205327123,1232.3253546498233,1316,.,-1,47,0,1316
1320,1319,70,69,69,69,-1,-1,-1,1119.4701233206745,1347.7047001573442,118,.,-1,69,-1,118
1320,1319,72,71,71,71,-1,-1,-1,1309.2864446039418,807.8803708949797,117,.,-1,71,-1,117
1320,1319,74,73,73,73,-1,-1,-1,1324.661731500923,663.3565737361405,117,.,-1,73,-1,117
1320,1319,76,75,75,75,-1,-1,-1,1358.5442510849748,1281.0755760562477,118,.,-1,75,-1,118
1320,1319,78,77,77,77,-1,-1,-1,1473.7340313908676,810.7493406898827,118,.,-1,77,-1,118
1320,1319,80,79,79,79,-1,-1,-1,1206.105554183317,679.1642892465273,118,.,-1,79,-1,118
1320,1319,82,81,81,81,-1,-1,-1,822.3487609260538,674.993619734754,118,.,-1,81,-1,118
1320,1319,84,83,83,83,-1,-1,-1,1399.7657612019575,807.8368844916486,117,.,-1,83,-1,117
1320,1319,86,85,85,85,-1,-1,-1,741.6820952701319,1253.403510336219,117,.,-1,85,-1,117
1320,1319,88,87,87,87,-1,-1,-1,1533.9279013716323,775.3595356619916,118,.,-1,87,-1,118
1320,1319,90,89,89,89,-1,-1,-1,1635.6231558012475,1264.658577542631,118,.,-1,89,-1,118
1320,1319,92,91,91,91,-1,-1,-1,1187.6421442689677,1397.2645564755744,118,.,-1,91,-1,118
1320,1319,94,93,93,93,-1,-1,-1,1244.5464621726583,1251.290840364082,118,.,-1,93,-1,118
1320,1319,96,95,95,95,-1,-1,-1,1122.597574694264,481.37202141664943,117,.,-1,95,-1,117
1320,1319,98,97,97,97,-1,-1,-1,962.1617763169345,1422.0552959177664,118,.,-1,97,-1,118
1320,1319,100,99,99,99,-1,-1,-1,758.3010075631313,1333.1588837852041,118,.,-1,99,-1,118
1320,1319,102,101,101,101,-1,-1,-1,825.6553931775292,835.1735313083934,117,.,-1,101,-1,117
1320,1319,104,103,103,103,-1,-1,-1,733.268076067736,773.5623700738639,118,.,-1,103,-1,118
1320,1319,106,105,105,105,-1,-1,-1,802.5898669323172,747.3210048859075,117,.,-1,105,-1,117
1320,1319,108,107,107,107,-1,-1,-1,1692.6033801086644,988.1539327636276,118,.,-1,107,-1,118
1320,1319,110,109,109,109,-1,-1,-1,1391.7664794921875,1184.386474609375,119,.,-1,109,-1,119
1320,1319,112,111,111,111,-1,-1,-1,623.4163236543461,894.6548991244994,117,.,-1,111,-1,117
1320,1319,114,113,113,113,-1,-1,-1,887.0240206741385,1629.6639127361475,117,.,-1,113,-1,117
1320,1319,116,115,115,115,-1,-1,-1,736.3654688012801,574.9243878512827,117,.,-1,115,-1,117
1320,1319,121,120,120,120,-1,-1,-1,1361.4651064105406,1052.027454072587,117,.,-1,120,-1,117
1320,1319,123,122,122,122,-1,-1,-1,1498.729161135138,710.6731061218495,117,.,-1,122,-1,117
1320,1319,125,124,124,124,-1,-1,-1,1077.5806658617494,1232.4475038469686,118,.,-1,124,-1,118
1320,1319,127,126,126,126,-1,-1,-1,1344.098167079411,882.286165321896,117,.,-1,126,-1,117
1320,1319,129,128,128,128,-1,-1,-1,1037.3570121756968,1299.3643323285826,117,.,-1,128,-1,117
1320,1319,131,130,130,130,-1,-1,-1,1303.3934203473298,1315.0173800212742,118,.,-1,130,-1,118
1320,1319,133,132,132,132,-1,-1,-1,1585.1377336507817,1301.9949929062163,118,.,-1,132,-1,118
1320,1319,135,134,134,134,-1,-1,-1,826.4697073476483,1444.1382688530286,118,.,-1,134,-1,118
1320,1319,137,136,136,136,-1,-1,-1,1437.3201598976275,743.1157587674534,118,.,-1,136,-1,118
1320,1319,139,138,138,138,-1,-1,-1,675.8659108649163,827.4090621621583,118,.,-1,138,-1,118
1320,1319,141,140,140,140,-1,-1,-1,870.4695432695546,538.340823844538,118,.,-1,140,-1,118
1320,1319,143,142,142,142,-1,-1,-1,1526.1716526212308,945.4749036222988,117,.,-1,142,-1,117
1320,1319,145,144,144,144,-1,-1,-1,678.825479979105,624.2886819110809,117,.,-1,144,-1,117
1320,1319,147,146,146,146,-1,-1,-1,758.9208321452224,1412.1833046146216,118,.,-1,146,-1,118
1320,1319,149,148,148,148,-1,-1,-1,641.3660528769343,753.342631135467,117,.,-1,148,-1,117
1320,1319,151,150,150,150,-1,-1,-1,1034.5280581263496,597.4726977070744,118,.,-1,150,-1,118
1320,1319,153,152,152,152,-1,-1,-1,587.763346050683,506.1219366310012,117,.,-1,152,-1,117
1320,1319,413,154,154,154,-1,-1,-1,1066.2799881301844,1009.164419007112,1316,.,-1,154,0,1316
1320,1319,673,672,672,672,-1,-1,-1,646.2534725366842,1144.379676238204,117,.,-1,672,-1,117
1320,1319,675,674,674,674,-1,-1,-1,939.4803503015743,499.7644604398687,118,.,-1,674,-1,118
1320,1319,677,676,676,676,-1,-1,-1,640.1497390484245,1061.3729543058341,118,.,-1,676,-1,118
1320,1319,679,678,678,678,-1,-1,-1,660.5935406536277,1224.763792297808,118,.,-1,678,-1,118
1320,1319,681,680,680,680,-1,-1,-1,1392.1849619076015,441.9698358699885,118,.,-1,680,-1,118
1320,1319,683,682,682,682,-1,-1,-1,684.6031826904,1298.194385802879,118,.,-1,682,-1,118
1320,1319,689,688,688,688,-1,-1,-1,691.0726331530528,1380.4284016096462,117,.,-1,688,-1,117
1320,1319,685,684,684,684,-1,-1,-1,986.5705762910237,736.9998940590914,117,.,-1,684,-1,117
1320,1319,687,686,686,686,-1,-1,-1,605.8299486512983,816.6258515263341,118,.,-1,686,-1,118
1320,1319,696,690,690,690,-1,-1,-1,437.91374810578,183.35008259351653,1316,.,-1,690,0,1316
1320,1319,703,702,702,702,-1,-1,-1,1309.3246331162504,1214.196315647048,118,.,-1,702,-1,118
1320,1319,705,704,704,704,-1,-1,-1,1353.0018821580093,743.8422712818582,117,.,-1,704,-1,117
1320,1319,707,706,706,706,-1,-1,-1,767.7988308256865,380.7419433377555,117,.,-1,706,-1,117
1320,1319,709,708,708,708,-1,-1,-1,1111.983688628383,1421.0237880121458,118,.,-1,708,-1,118
1320,1319,711,710,710,710,-1,-1,-1,1318.3629973220338,1431.8861921775397,118,.,-1,710,-1,118
1320,1319,713,712,712,712,-1,-1,-1,1216.2164652485267,361.13004359195236,119,.,-1,712,-1,119
1320,1319,715,714,714,714,-1,-1,-1,1150.455933894059,1280.875118220465,118,.,-1,714,-1,118
1320,1319,717,716,716,716,-1,-1,-1,750.7504970517101,858.6833474814018,117,.,-1,716,-1,117
1320,1319,719,718,718,718,-1,-1,-1,1217.661842674649,1326.664048716233,117,.,-1,718,-1,117
1320,1319,721,720,720,720,-1,-1,-1,1235.5534798254514,1147.763689152437,117,.,-1,720,-1,117
1320,1319,723,722,722,722,-1,-1,-1,956.9069727430876,1499.7190146355522,117,.,-1,722,-1,117
1320,1319,725,724,724,724,-1,-1,-1,1438.3454522965092,1034.5400360110368,118,.,-1,724,-1,118
1320,1319,727,726,726,726,-1,-1,-1,783.6743929626963,940.6954534537947,118,.,-1,726,-1,118
1320,1319,729,728,728,728,-1,-1,-1,374.17429768017246,1066.4924921987092,117,.,-1,728,-1,117
1320,1319,731,730,730,730,-1,-1,-1,432.1398180518388,1099.442175023037,119,.,-1,730,-1,119
1320,1319,733,732,732,732,-1,-1,-1,960.0508812695972,1338.2338997606648,118,.,-1,732,-1,118
1320,1319,735,734,734,734,-1,-1,-1,1260.093226672378,1599.9907330072303,118,.,-1,734,-1,118
1320,1319,737,736,736,736,-1,-1,-1,630.0032863204164,674.2336038382309,118,.,-1,736,-1,118
1320,1319,739,738,738,738,-1,-1,-1,883.0550897366337,610.4524345458127,118,.,-1,738,-1,118
1320,1319,741,740,740,740,-1,-1,-1,823.1255204289519,1285.4542712109255,117,.,-1,740,-1,117
1320,1319,1003,744,744,744,-1,-1,-1,991.6577525000523,1010.2126905952334,1316,.,-1,744,0,1316
1320,1319,1268,1262,1262,1262,-1,-1,-1,618.0440396329742,1894.4905694964714,1316,.,-1,1262,0,1316
1320,1319,1275,1274,1274,1274,-1,-1,-1,780.8550317221762,1039.321455399711,117,.,-1,1274,-1,117
1320,1319,1277,1276,1276,1276,-1,-1,-1,568.715370597637,1030.0280402735912,118,.,-1,1276,-1,118
1320,1319,1279,1278,1278,1278,-1,-1,-1,803.0703320490232,524.6662354278388,117,.,-1,1278,-1,117
1320,1319,1281,1280,1280,1280,-1,-1,-1,1371.1845034120352,967.0716403197055,117,.,-1,1280,-1,117
1320,1319,1283,1282,1282,1282,-1,-1,-1,1010.2551628084376,518.852562788771,118,.,-1,1282,-1,118
1320,1319,1285,1284,1284,1284,-1,-1,-1,587.9598007563068,1189.520655535361,118,.,-1,1284,-1,118
1320,1319,1291,1290,1290,1290,-1,-1,-1,811.9301861210843,1125.5224294038312,117,.,-1,1290,-1,117
1320,1319,1287,1286,1286,1286,-1,-1,-1,1218.3102427934646,803.9215570831464,117,.,-1,1286,-1,117
1320,1319,1289,1288,1288,1288,-1,-1,-1,1464.6405399075754,1180.743047504879,118,.,-1,1288,-1,118
