147,19.0,0.0,0.0,19.0,72.0,1.0
78,0.0,0.0,35.0,35.0,0.0,2.0
0,0.0,0.0,26.0,26.0,0.0,3.0
1,0.0,0.0,17.0,17.0,0.0,3.0
9,0.0,0.0,29.0,29.0,0.0,3.0
53,0.0,0.0,18.0,18.0,0.0,3.0
87,0.0,0.0,31.0,31.0,0.0,3.0
160,0.0,0.0,27.0,27.0,0.0,3.0
63,0.0,0.0,33.0,33.0,0.0,4.0
86,0.0,0.0,56.0,56.0,0.0,4.0
42,0.0,0.0,44.0,44.0,0.0,5.0
45,0.0,0.0,44.0,44.0,0.0,5.0
112,0.0,0.0,81.0,81.0,0.0,5.0
114,0.0,0.0,53.0,53.0,0.0,5.0
117,5.0,5.0,47.0,57.0,0.0,5.0
139,0.0,0.0,51.0,51.0,0.0,5.0
146,0.0,0.0,30.0,30.0,0.0,5.0
8,0.0,0.0,60.0,60.0,0.0,6.0
121,0.0,0.0,95.0,95.0,0.0,6.0
132,0.0,0.0,48.0,48.0,0.0,6.0
5,0.0,0.0,111.0,111.0,0.0,7.0
148,0.0,0.0,75.0,75.0,0.0,7.0
152,0.0,0.0,65.0,65.0,0.0,7.0
75,0.0,0.0,47.0,47.0,0.0,8.0
150,0.0,0.0,105.0,105.0,0.0,8.0
158,27.0,30.0,62.0,119.0,0.0,8.0
25,0.0,24.0,0.0,24.0,0.0,9.0
68,0.0,0.0,101.0,101.0,0.0,9.0
89,0.0,0.0,46.0,46.0,0.0,9.0
111,12.0,21.0,33.0,66.0,0.0,9.0
141,0.0,0.0,168.0,168.0,0.0,9.0
43,0.0,0.0,189.0,189.0,0.0,10.0
51,0.0,24.0,0.0,24.0,0.0,10.0
59,0.0,30.0,0.0,30.0,0.0,10.0
74,0.0,25.0,0.0,25.0,0.0,10.0
103,0.0,0.0,109.0,109.0,0.0,10.0
110,0.0,19.0,0.0,19.0,0.0,10.0
125,0.0,38.0,0.0,38.0,0.0,10.0
129,21.0,16.0,63.0,100.0,0.0,10.0
151,0.0,0.0,166.0,166.0,0.0,10.0
