30,122,57,1.0
30,122,27,1.0
30,122,185,1.0
30,122,151,1.0
30,122,158,1.0
30,122,115,1.0
30,122,191,1.0
30,122,105,1.0
30,122,132,1.0
30,122,19,1.0
30,122,52,1.0
30,122,14,1.0
30,122,21,1.0
30,122,56,1.0
30,122,99,1.0
30,122,31,1.0
30,122,59,1.0
30,122,107,1.0
30,122,80,1.0
30,122,48,1.0
30,122,35,1.0
30,122,144,1.0
30,142,56,1.0
30,142,176,1.0
30,142,101,1.0
30,142,119,1.0
30,142,21,1.0
30,122,123,2.0
30,122,3,2.0
30,122,186,2.0
30,122,134,2.0
30,122,47,2.0
30,122,34,2.0
30,122,40,2.0
30,122,45,2.0
30,122,136,2.0
30,122,41,2.0
30,122,17,2.0
30,122,181,2.0
30,122,116,2.0
30,122,24,2.0
30,122,86,2.0
30,122,32,2.0
30,122,87,2.0
30,122,49,2.0
30,122,74,2.0
30,142,3,2.0
30,142,105,2.0
30,142,130,2.0
30,142,177,2.0
30,142,117,2.0
30,142,141,2.0
30,122,2,3.0
30,122,188,3.0
30,122,6,3.0
30,122,25,3.0
30,122,67,3.0
30,122,16,3.0
30,122,85,3.0
30,122,111,3.0
30,122,168,3.0
30,122,102,3.0
30,122,100,3.0
30,122,78,3.0
30,122,76,3.0
30,122,106,3.0
30,122,26,3.0
30,122,135,3.0
30,122,170,3.0
30,142,143,3.0
30,142,190,3.0
30,142,148,3.0
30,142,39,3.0
30,142,159,3.0
30,142,26,3.0
30,121,165,4.0
30,121,95,4.0
30,122,89,4.0
30,122,37,4.0
30,122,61,4.0
30,122,171,4.0
30,122,77,4.0
30,122,178,4.0
30,122,63,4.0
30,122,109,4.0
30,142,163,4.0
30,142,11,4.0
30,142,90,4.0
30,121,71,5.0
30,122,88,5.0
30,122,53,5.0
30,122,137,5.0
30,122,159,5.0
30,122,176,5.0
30,122,58,5.0
30,122,131,5.0
30,122,101,5.0
30,122,12,5.0
30,122,143,5.0
30,122,62,5.0
30,142,112,5.0
30,142,75,5.0
30,142,58,5.0
30,142,77,5.0
30,142,154,5.0
30,121,166,6.0
30,121,79,6.0
30,122,117,6.0
30,122,38,6.0
30,122,140,6.0
30,122,33,6.0
30,122,23,6.0
30,122,50,6.0
30,122,174,6.0
30,122,150,6.0
30,142,104,6.0
30,142,29,6.0
30,142,94,6.0
30,142,53,6.0
30,142,140,6.0
30,142,174,6.0
30,142,33,6.0
30,142,23,6.0
30,142,61,6.0
30,122,154,7.0
30,122,69,7.0
30,122,167,7.0
30,122,11,7.0
30,122,75,7.0
30,122,28,7.0
30,122,157,7.0
30,122,148,7.0
30,122,190,7.0
30,122,20,7.0
30,142,28,7.0
30,142,27,7.0
30,142,114,7.0
30,142,13,7.0
30,142,169,7.0
30,142,38,7.0
30,142,171,7.0
30,121,173,8.0
30,121,143,8.0
30,122,73,8.0
30,122,104,8.0
30,122,81,8.0
30,122,112,8.0
30,122,39,8.0
30,122,10,8.0
30,122,36,8.0
30,122,96,8.0
30,122,130,8.0
30,122,177,8.0
30,142,68,8.0
30,142,20,8.0
30,121,117,9.0
30,121,155,9.0
30,122,84,9.0
30,122,90,9.0
30,142,73,9.0
30,121,0,10.0
30,122,13,10.0
30,122,114,10.0
30,142,167,10.0
30,121,127,11.0
30,142,36,11.0
30,142,184,11.0
30,142,179,11.0
30,121,153,12.0
30,122,149,12.0
30,122,152,12.0
30,122,94,12.0
30,122,169,12.0
30,142,81,12.0
30,142,157,12.0
30,122,179,13.0
30,122,15,13.0
30,122,68,13.0
30,122,4,13.0
30,122,70,13.0
30,122,163,13.0
30,142,84,13.0
30,142,10,13.0
30,142,96,13.0
30,142,145,13.0
30,142,152,13.0
30,142,50,13.0
30,142,15,13.0
30,122,29,14.0
30,122,18,14.0
30,142,150,14.0
30,142,4,15.0
30,142,69,15.0
30,122,184,16.0
30,142,149,16.0
30,142,70,16.0
30,142,18,16.0
30,122,145,17.0
30,122,22,17.0
30,121,184,18.0
30,142,7,19.0
30,121,183,20.0
30,142,182,20.0
30,121,147,21.0
30,142,22,22.0
30,122,7,25.0
30,122,182,25.0
30,121,145,32.0
64,122,52,1.0
64,122,191,1.0
64,122,126,1.0
64,122,151,1.0
64,122,178,1.0
64,122,181,1.0
64,122,109,1.0
64,122,74,1.0
64,122,34,1.0
64,122,117,1.0
64,122,131,1.0
64,122,187,1.0
64,122,157,1.0
64,122,62,1.0
64,122,130,1.0
64,142,14,1.0
64,142,96,1.0
64,122,45,2.0
64,122,31,2.0
64,122,37,2.0
64,122,118,2.0
64,122,150,2.0
64,122,185,2.0
64,122,139,2.0
64,122,134,2.0
64,122,51,2.0
64,122,86,2.0
64,122,108,2.0
64,122,75,2.0
64,122,12,2.0
64,122,78,2.0
64,122,57,2.0
64,122,35,2.0
64,142,69,2.0
64,142,144,2.0
64,142,56,2.0
64,142,16,2.0
64,142,170,2.0
64,121,95,3.0
64,121,79,3.0
64,122,20,3.0
64,122,14,3.0
64,122,88,3.0
64,122,114,3.0
64,122,87,3.0
64,122,158,3.0
64,122,186,3.0
64,122,136,3.0
64,122,171,3.0
64,122,156,3.0
64,122,144,3.0
64,122,100,3.0
64,122,76,3.0
64,122,80,3.0
64,122,168,3.0
64,122,67,3.0
64,122,68,3.0
64,122,40,3.0
64,122,170,3.0
64,122,99,3.0
64,122,103,3.0
64,122,132,3.0
64,122,98,3.0
64,122,17,3.0
64,122,19,3.0
64,122,33,3.0
64,142,150,3.0
64,142,148,3.0
64,142,112,3.0
64,142,36,3.0
64,122,47,4.0
64,122,55,4.0
64,122,42,4.0
64,122,137,4.0
64,122,180,4.0
64,122,63,4.0
64,122,123,4.0
64,122,102,4.0
64,122,89,4.0
64,122,106,4.0
64,122,84,4.0
64,122,96,4.0
64,122,135,4.0
64,122,2,4.0
64,122,60,4.0
64,142,115,4.0
64,142,184,4.0
64,142,84,4.0
